crime_category;crime_type;chrgcnt;ucr;district;beat_number;map_reference;incident_number;time_from;time_to;date_from;date_to;crimeday;location_category;lat;lon;apartment_complex;residential_subdivision;activity_date;phxrecordstatus;phxcommunity;phxstatus;record;offensecategory;violentproperty;timeframe;domestic;location;period;radio;street
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P066;16010577;0001-01-01 22:30:00+00:00;0001-01-01 07:30:00+00:00;2016-12-07;12/08/2016;THURSDAY;TOWN OWNED;35.770303701;-78.84107088;;GIVERNY;;;No;;85564;Vandalism;Part II;"""Last Year""";N;"35.770303701; -78.84107088";"""Everything;Last Year""";Everything,Last Year;MODENA DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P068;17005582;0001-01-01 12:00:00+00:00;0001-01-01 17:00:02+00:00;2017-06-26;06/30/2017;FRIDAY;TOWN OWNED;35.775909873;-78.80444746;;;;;No;;85608;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.775909873; -78.80444746";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;JO ANNE CIR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P071;17001524;0001-01-01 18:00:00+00:00;0001-01-01 06:00:00+00:00;2017-02-17;02/20/2017;MONDAY;TOWN OWNED;35.777577447;-78.85091281;;DAVIS DRIVE MIDDLE SCHOOL;;;No;;85668;Vandalism;Part II;"""Last Year""";N;"35.777577447; -78.85091281";"""Everything;Last Year""";Everything,Last Year;DAVIS DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P071;17004828;0001-01-01 12:49:11+00:00;0001-01-01 12:49:12+00:00;2017-06-06;06/06/2017;TUESDAY;TOWN OWNED;35.773559225;-78.86096305;;;;;No;;85672;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.773559225; -78.86096305";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;PARK VILLAGE DR/JENKS CARPENTER RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P071;17006174;0001-01-01 23:00:00+00:00;0001-01-01 08:05:00+00:00;2017-07-20;07/21/2017;FRIDAY;TOWN OWNED;35.777057374;-78.85960007;;PARK VILLAGE;;;No;;85673;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.777057374; -78.85960007";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;JENKS CARPENTER RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;117;P118;17003167;0001-01-01 12:00:00+00:00;0001-01-01 19:45:00+00:00;2017-04-08;04/15/2017;SATURDAY;TOWN OWNED;35.787741693;-78.8708349;;VILLAGE GROVE;;;No;;85691;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.787741693; -78.8708349";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;NC 55 HWY/HIGH HOUSE RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P004;16008556;0001-01-01 06:45:00+00:00;0001-01-01 13:50:00+00:00;2016-10-05;10/05/2016;WEDNESDAY;TOWN OWNED;35.745679684;-78.76768585;;PARKWAY PROFESSIONAL CENTER;;;No;;85751;Vandalism;Part II;"""Last Year""";N;"35.745679684; -78.76768585";"""Everything;Last Year""";Everything,Last Year;PARKWAY OFFICE CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P004;16009485;0001-01-01 22:00:00+00:00;0001-01-01 10:00:00+00:00;2016-10-18;10/19/2016;WEDNESDAY;TOWN OWNED;35.752890456;-78.74959877;PARK AT CROSSROADS APTS., THE;PARK AT CROSSROADS;17SEP2014;Active;Yes;Active;85753;Vandalism;Part II;"""Last Year""";Y;"35.752890456; -78.74959877";"""Everything;Last Year""";Everything,Last Year;BRISBANE WOODS WAY
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P004;16009659;0001-01-01 09:40:00+00:00;0001-01-01 10:40:00+00:00;2016-11-10;11/10/2016;THURSDAY;TOWN OWNED;35.745622029;-78.7662706;;PARKWAY PROFESSIONAL CENTER;;;No;;85754;Vandalism;Part II;"""Last Year""";N;"35.745622029; -78.7662706";"""Everything;Last Year""";Everything,Last Year;PARKWAY OFFICE CT
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P045;16008659;0001-01-01 09:45:00+00:00;0001-01-01 13:33:53+00:00;2016-10-06;10/09/2016;SUNDAY;TOWN OWNED;35.75665666;-78.74766721;;DILLARD DRIVE STORAGE;;;No;;85807;Vandalism;Part II;"""Last Year""";N;"35.75665666; -78.74766721";"""Everything;Last Year""";Everything,Last Year;DILLARD DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P046;16009904;0001-01-01 08:30:00+00:00;0001-01-01 15:30:00+00:00;2016-11-12;11/12/2016;SATURDAY;TOWN OWNED;35.747169049;-78.74321454;;TRYON VILLAGE SHOPPING CENTER;;;No;;85838;Vandalism;Part II;"""Last Year""";N;"35.747169049; -78.74321454";"""Everything;Last Year""";Everything,Last Year;TRYON VILLAGE DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P046;17002980;0001-01-01 22:30:49+00:00;0001-01-01 10:51:50+00:00;2017-04-08;04/09/2017;SUNDAY;TOWN OWNED;35.748293741;-78.74240213;;CREEKSIDE AT TRYON VILLAGE;;;No;;85841;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.748293741; -78.74240213";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;MACEDONIA LAKE DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P047;17006430;0001-01-01 10:59:49+00:00;0001-01-01 10:59:50+00:00;2017-07-30;07/30/2017;SUNDAY;TOWN OWNED;35.734221474;-78.75282521;;CAMDEN FOREST;;;No;;85868;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.734221474; -78.75282521";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;W CAMDEN FOREST DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D3;118;P120;17006001;0001-01-01 05:00:48+00:00;0001-01-01 05:30:49+00:00;2017-07-15;07/15/2017;SATURDAY;TOWN OWNED;35.754914703;-78.74234735;;CENTRUM AT CROSSROADS;;;No;;85889;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.754914703; -78.74234735";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;119;P074;17001809;0001-01-01 17:00:00+00:00;0001-01-01 10:00:00+00:00;2017-03-01;03/02/2017;THURSDAY;TOWN OWNED;35.844504557;-78.89735033;TRADITION AT STONEWATER APTS.;TRADITION AT STONEWATER;03JAN2011;Active;Yes;Active;85984;Vandalism;Part II;"""Last Year""";N;"35.844504557; -78.89735033";"""Everything;Last Year""";Everything,Last Year;WISDOM DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;119;P076;16008682;0001-01-01 15:01:00+00:00;0001-01-01 15:01:00+00:00;2016-10-10;10/10/2016;MONDAY;TOWN OWNED;35.823201171;-78.90566636;;ARLINGTON PARK @ AMBERLY;;;No;;86018;Vandalism;Part II;"""Last Year""";N;"35.823201171; -78.90566636";"""Everything;Last Year""";Everything,Last Year;NORTHLANDS DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;119;P124;17002055;0001-01-01 06:00:00+00:00;0001-01-01 12:00:00+00:00;2017-03-09;03/09/2017;THURSDAY;TOWN OWNED;35.846400394;-78.88789076;;PARKSIDE TOWN COMMONS;;;No;;86108;Vandalism;Part II;"""Last Year""";N;"35.846400394; -78.88789076";"""Everything;Last Year""";Everything,Last Year;PARKSIDE MAIN ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;120;P055;16009855;0001-01-01 11:15:14+00:00;0001-01-01 11:15:15+00:00;2016-11-16;11/16/2016;WEDNESDAY;TOWN OWNED;35.791609999;-78.76515983;;CHATHAM SQUARE SHOPPING CENTER;;;No;;86141;Vandalism;Part II;"""Last Year""";N;"35.791609999; -78.76515983";"""Everything;Last Year""";Everything,Last Year;E CHATHAM ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;120;P057;16008650;0001-01-01 01:00:00+00:00;0001-01-01 09:30:00+00:00;2016-10-08;10/09/2016;SUNDAY;TOWN OWNED;35.78627694;-78.76345572;;CENTRAL ZONE;;;No;;86250;Vandalism;Part II;"""Last Year""";N;"35.78627694; -78.76345572";"""Everything;Last Year""";Everything,Last Year;SE MAYNARD RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;120;P057;17000350;0001-01-01 06:00:00+00:00;0001-01-01 11:30:00+00:00;2017-01-13;01/13/2017;FRIDAY;TOWN OWNED;35.77891947;-78.76273889;OXFORD SQUARE APTS.;OXFORD SQUARE APARTMENTS;24AUG2011;Active;Yes;Active;86255;Vandalism;Part II;"""Last Year""";N;"35.77891947; -78.76273889";"""Everything;Last Year""";Everything,Last Year;VILLAGE GREENWAY
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;120;P057;17001476;0001-01-01 09:00:00+00:00;0001-01-01 09:13:12+00:00;2017-02-18;02/18/2017;SATURDAY;TOWN OWNED;35.779944508;-78.76183233;OXFORD SQUARE APTS.;OXFORD SQUARE APARTMENTS;24AUG2011;Active;Yes;Active;86256;Vandalism;Part II;"""Last Year""";N;"35.779944508; -78.76183233";"""Everything;Last Year""";Everything,Last Year;VILLAGE GREENWAY
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;120;P061;17003493;0001-01-01 17:32:31+00:00;0001-01-01 17:32:32+00:00;2017-04-26;04/26/2017;WEDNESDAY;TOWN OWNED;35.776341001;-78.75428104;;CARY TOWNE CENTER;;;No;;86377;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.776341001; -78.75428104";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CONVENTION DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D1;120;P121;17006081;0001-01-01 20:30:00+00:00;0001-01-01 20:39:00+00:00;2017-07-17;07/17/2017;MONDAY;TOWN OWNED;35.77385099;-78.75931174;;CARY TOWNE CENTER;;;No;;86436;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.77385099; -78.75931174";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALNUT ST
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;121;P069;16009331;0001-01-01 10:00:00+00:00;0001-01-01 09:40:00+00:00;2016-10-29;10/30/2016;SUNDAY;TOWN OWNED;35.813108193;-78.86525318;;NORTH ZONE;;;No;;86534;Vandalism;Part II;"""Last Year""";N;"35.813108193; -78.86525318";"""Everything;Last Year""";Everything,Last Year;MORRISVILLE PKWY/LOUIS STEPHENS DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;121;P070;17007126;0001-01-01 06:58:00+00:00;0001-01-01 06:58:00+00:00;2017-08-20;08/20/2017;SUNDAY;TOWN OWNED;35.805389976;-78.86673437;;GREEN HOPE HIGH SCHOOL;;;No;;86564;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.805389976; -78.86673437";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;CARPENTER UPCHURCH RD
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;121;P079;17003326;0001-01-01 12:00:00+00:00;0001-01-01 10:30:00+00:00;2017-04-20;04/21/2017;FRIDAY;TOWN OWNED;35.815560355;-78.84793023;;WESTOVER PARK TOWNHOMES;;;No;;86597;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.815560355; -78.84793023";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;KINGSTON GROVE DR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;122;P015;17002387;0001-01-01 17:00:00+00:00;0001-01-01 08:15:00+00:00;2017-03-20;03/21/2017;TUESDAY;TOWN OWNED;35.818693911;-78.89959457;GROVE AT CARY PARK APTS.;GROVE AT CARY PARK;01MAR2011;Active;Yes;Active;86610;Vandalism;Part II;"""Last Year""";N;"35.818693911; -78.89959457";"""Everything;Last Year""";Everything,Last Year;PONY CLUB CIR
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;122;P072;16009276;0001-01-01 20:00:00+00:00;0001-01-01 10:40:17+00:00;2016-10-27;10/28/2016;FRIDAY;TOWN OWNED;35.799034613;-78.87231034;WESTWOOD PARK APTS.;WESTWOOD PARK APARTMENTS;24AUG2011;Active;Yes;Active;86634;Vandalism;Part II;"""Last Year""";N;"35.799034613; -78.87231034";"""Everything;Last Year""";Everything,Last Year;GLENDON WAY
ALL OTHER;VANDALISM - DAMAGE TO PROPERTY;;1400;D2;122;P072;17003563;0001-01-01 17:00:00+00:00;0001-01-01 08:00:00+00:00;2017-04-25;04/26/2017;WEDNESDAY;TOWN OWNED;35.809006307;-78.88372675;;FRYAR UNDEV;;;No;;86635;Vandalism;Part II;"""Last Year;Last 6 Months""";N;"35.809006307; -78.88372675";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;TEVERSHAM WAY
ALL OTHER;VANDALISM - GRAFFITI;;1400;D1;111;P025;17001583;0001-01-01 15:30:00+00:00;0001-01-01 15:30:00+00:00;2017-02-22;02/22/2017;WEDNESDAY;TOWN OWNED;35.797979646;-78.79323202;;NORTHWOODS UNDEV;;;No;;86682;Vandalism;Part II;"""Last Year""";N;"35.797979646; -78.79323202";"""Everything;Last Year""";Everything,Last Year;NW MAYNARD RD
ALL OTHER;VANDALISM - GRAFFITI;;1400;D3;116;P054;17005647;0001-01-01 12:00:00+00:00;0001-01-01 11:00:00+00:00;2017-07-01;07/02/2017;SUNDAY;TOWN OWNED;35.722909379;-78.78001558;;;;;No;;86822;Vandalism;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.722909379; -78.78001558";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;KILDAIRE FARM RD/LOCH HIGHLANDS DR
ALL OTHER;VANDALISM - GRAFFITI;;1400;D2;117;P118;17002360;0001-01-01 12:00:00+00:00;0001-01-01 13:00:00+00:00;2017-03-13;03/20/2017;MONDAY;TOWN OWNED;35.787721599;-78.87082438;;WEST PARK PLACE SHOP CENTER;;;No;;86876;Vandalism;Part II;"""Last Year""";N;"35.787721599; -78.87082438";"""Everything;Last Year""";Everything,Last Year;NC 55 HWY/HIGH HOUSE RD
ALL OTHER;WEAPONS - CARRYING A CONCEALING WEAPON;;1530;D2;119;P082;16010672;0001-01-01 23:15:00+00:00;0001-01-01 23:34:00+00:00;2016-12-10;12/10/2016;SATURDAY;TOWN OWNED;35.828612532;-78.88249377;BEXLEY AT PANTHER CREEK APTS.;BEXLEY AT PANTHER CREEK APTS;16JAN2013;Active;Yes;Active;87206;Weapons;Part II;"""Last Year""";Y;"35.828612532; -78.88249377";"""Everything;Last Year""";Everything,Last Year;ALEXAN DR
ALL OTHER;WEAPONS - ILLEGAL DISCHARGE OF FIREARM WEAPONS;;1550;D1;111;P025;17002727;0001-01-01 18:56:00+00:00;0001-01-01 18:56:00+00:00;2017-03-31;03/31/2017;FRIDAY;TOWN OWNED;35.797979646;-78.79323202;;NORTHWOODS UNDEV;;;No;;87236;Weapons;Part II;"""Last Year""";N;"35.797979646; -78.79323202";"""Everything;Last Year""";Everything,Last Year;NW MAYNARD RD
ALL OTHER;WEAPONS - ILLEGAL DISCHARGE OF FIREARM WEAPONS;;1550;D2;117;P068;17006844;0001-01-01 02:45:00+00:00;0001-01-01 02:45:00+00:00;2017-08-12;08/12/2017;SATURDAY;TOWN OWNED;35.773460331;-78.81569889;BRAMPTON MOORS APTS.;BRAMPTON MOORS APTS;24AUG2011;Suspende;Yes;Inactive;87250;Weapons;Part II;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.773460331; -78.81569889";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;WALSHINGHAM LN
ALL OTHER;WEAPONS - ILLEGAL DISCHARGE OF FIREARM WEAPONS;;1550;D2;119;P074;17003388;0001-01-01 21:30:00+00:00;0001-01-01 17:54:00+00:00;2017-04-22;04/23/2017;SUNDAY;TOWN OWNED;35.849136133;-78.89827365;AMBERTON AT STONEWATER;AMBERTON AT STONEWATER;16SEP2015;Active;Yes;Active;87254;Weapons;Part II;"""Last Year;Last 6 Months""";N;"35.849136133; -78.89827365";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;PRAXIS WAY
ALL OTHER;WEAPONS - OTHER;;1590;D2;119;P091;16009506;0001-01-01 23:25:01+00:00;0001-01-01 23:25:02+00:00;2016-11-04;11/04/2016;FRIDAY;TOWN OWNED;35.840824249;-78.88648434;;;;;No;;87344;Weapons;Part II;"""Last Year""";N;"35.840824249; -78.88648434";"""Everything;Last Year""";Everything,Last Year;NC 55 HWY/NC 540
ALL OTHER;ALL OTHER - ESCAPE FROM CUSTODY OR RESIST ARREST;;2650;D1;111;P021;17005780;0001-01-01 12:40:00+00:00;0001-01-01 12:40:00+00:00;2017-07-08;07/08/2017;SATURDAY;TOWN OWNED;35.814295742;-78.81902466;MARQ AT WESTON;WESTON CORNERS RESIDENTIAL;;;No;;3093;All Other Offenses;All Other;"""Last Year;Last 3 Months;Last 6 Months""";Y;"35.814295742; -78.81902466";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;VIEW DR
ALL OTHER;ALL OTHER - ESCAPE FROM CUSTODY OR RESIST ARREST;;2650;D1;113;P034;17004951;0001-01-01 12:00:00+00:00;0001-01-01 12:03:00+00:00;2017-06-10;06/10/2017;SATURDAY;TOWN OWNED;35.794695458;-78.75084179;;CENTRAL ZONE;;;No;;3193;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.794695458; -78.75084179";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CHAPEL HILL RD/TRINITY RD
ALL OTHER;ALL OTHER - ESCAPE FROM CUSTODY OR RESIST ARREST;;2650;D3;118;P120;17004914;0001-01-01 19:42:00+00:00;0001-01-01 19:42:00+00:00;2017-06-08;06/08/2017;THURSDAY;TOWN OWNED;35.760374891;-78.73906041;;CROSSROADS PLAZA SHOP CENTER;;;No;;3374;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.760374891; -78.73906041";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CROSSROADS BLVD
ALL OTHER;ALL OTHER - ESCAPE FROM CUSTODY OR RESIST ARREST;;2650;D2;119;P124;17000825;0001-01-01 23:40:00+00:00;0001-01-01 23:44:00+00:00;2017-01-27;01/27/2017;FRIDAY;TOWN OWNED;35.848352226;-78.88930527;;PARKSIDE TOWN COMMONS;;;No;;3389;All Other Offenses;All Other;"""Last Year""";N;"35.848352226; -78.88930527";"""Everything;Last Year""";Everything,Last Year;PARKSIDE MAIN ST
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D1;111;P080;16010183;0001-01-01 11:20:20+00:00;0001-01-01 11:20:21+00:00;2016-11-27;11/27/2016;SUNDAY;TOWN OWNED;35.811747128;-78.77960441;;CAMBRIDGE FOREST;;;No;;3598;All Other Offenses;All Other;"""Last Year""";N;"35.811747128; -78.77960441";"""Everything;Last Year""";Everything,Last Year;S MCLEAN CT
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D1;113;P030;16010846;0001-01-01 06:30:00+00:00;0001-01-01 21:50:36+00:00;2016-12-15;12/15/2016;THURSDAY;TOWN OWNED;35.807081622;-78.767442;;HEARTHSTONE;;;No;;3631;All Other Offenses;All Other;"""Last Year""";N;"35.807081622; -78.767442";"""Everything;Last Year""";Everything,Last Year;CHAROLAIS TR
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D3;115;P044;17008307;0001-01-01 12:00:00+00:00;0001-01-01 21:25:00+00:00;2017-09-03;09/25/2017;MONDAY;TOWN OWNED;35.740045767;-78.78151828;;;;;No;;3735;All Other Offenses;All Other;"""Last Year;Last Month;Last 3 Months;Last 6 Months""";;"35.740045767; -78.78151828";"""Everything;Last Year;Last Month;Last 3 Months;Last 6 Months""";Everything,Last Year, Last Month, Last 3 Months, Last 6 Months;KILDAIRE FARM RD
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D3;116;P043;16011082;0001-01-01 10:00:00+00:00;0001-01-01 10:30:00+00:00;2016-12-21;12/21/2016;WEDNESDAY;TOWN OWNED;35.724762019;-78.80915311;;TRIANGLE REGENCY;;;No;;3739;All Other Offenses;All Other;"""Last Year""";N;"35.724762019; -78.80915311";"""Everything;Last Year""";Everything,Last Year;ENGLISH COTTAGE LN
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D3;118;P047;17004280;0001-01-01 21:50:00+00:00;0001-01-01 09:50:00+00:00;2017-05-19;05/20/2017;SATURDAY;TOWN OWNED;35.72631061;-78.76753929;;FAIRWAYS OF LOCHMERE;;;No;;3817;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.72631061; -78.76753929";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;SUNDEW LN
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D1;120;P056;17004875;0001-01-01 18:00:00+00:00;0001-01-01 18:35:32+00:00;2017-06-07;06/07/2017;WEDNESDAY;TOWN OWNED;35.787510791;-78.76220455;;MOBILE ESTATES;;;No;;3848;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.787510791; -78.76220455";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;REED ST
ALL OTHER;ALL OTHER - MISSING PERSON;;8010;D2;121;P017;16010207;0001-01-01 08:19:27+00:00;0001-01-01 08:19:28+00:00;2016-11-28;11/28/2016;MONDAY;TOWN OWNED;35.793177364;-78.8539408;;RIGGSBEE FARM;;;No;;3892;All Other Offenses;All Other;"""Last Year""";N;"35.793177364; -78.8539408";"""Everything;Last Year""";Everything,Last Year;HICKORYWOOD BLVD
ALL OTHER;ALL OTHER - PROBATION/PAROLE VIOLATION;;2660;D3;118;P046;17001459;0001-01-01 16:19:12+00:00;0001-01-01 16:19:13+00:00;2017-02-17;02/17/2017;FRIDAY;TOWN OWNED;35.74529083;-78.73850244;;SOUTHEAST ZONE;;;No;;4030;All Other Offenses;All Other;"""Last Year""";N;"35.74529083; -78.73850244";"""Everything;Last Year""";Everything,Last Year;TRYON RD
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D1;111;P019;17003348;0001-01-01 19:30:19+00:00;0001-01-01 19:30:20+00:00;2017-04-21;04/21/2017;FRIDAY;TOWN OWNED;35.851336084;-78.79593005;;RDU CENTER;;;No;;4097;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.851336084; -78.79593005";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;RDU CENTER DR
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D1;111;P029;16010945;0001-01-01 12:44:00+00:00;0001-01-01 12:44:00+00:00;2016-12-18;12/18/2016;SUNDAY;TOWN OWNED;35.830270594;-78.76848857;;HARRISON PARK;;;No;;4108;All Other Offenses;All Other;"""Last Year""";N;"35.830270594; -78.76848857";"""Everything;Last Year""";Everything,Last Year;N HARRISON AV
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D3;115;P006;17001134;0001-01-01 13:30:00+00:00;0001-01-01 13:32:00+00:00;2017-02-07;02/07/2017;TUESDAY;TOWN OWNED;35.761708368;-78.78924614;;PEBBLE CREEK WOODS;;;No;;4185;All Other Offenses;All Other;"""Last Year""";Y;"35.761708368; -78.78924614";"""Everything;Last Year""";Everything,Last Year;FAIRFIELD LN
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D3;115;P039;17002855;0001-01-01 10:37:00+00:00;0001-01-01 10:37:26+00:00;2017-04-05;04/05/2017;WEDNESDAY;TOWN OWNED;35.7651388;-78.78710682;ARBORS AT CARY;ARBORS AT CARY;16MAR2011;Active;Yes;Active;4199;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.7651388; -78.78710682";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;WRENN DR
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D3;115;P039;17007346;0001-01-01 12:41:16+00:00;0001-01-01 12:41:17+00:00;2017-08-27;08/27/2017;SUNDAY;TOWN OWNED;35.765904173;-78.7885248;ARBORS AT CARY;;16MAR2011;Active;Yes;Active;4203;All Other Offenses;All Other;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.765904173; -78.7885248";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;CHESWICK PL
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D2;117;P010;17004190;0001-01-01 17:21:24+00:00;0001-01-01 17:21:25+00:00;2017-05-17;05/17/2017;WEDNESDAY;TOWN OWNED;35.76201491;-78.82686269;;BROOKLINE VILLLAGE;;;No;;4233;All Other Offenses;All Other;"""Last Year;Last 6 Months""";Y;"35.76201491; -78.82686269";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;CAROSTONE CT
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D2;117;P118;17004754;0001-01-01 20:00:00+00:00;0001-01-01 22:20:00+00:00;2017-06-03;06/03/2017;SATURDAY;TOWN OWNED;35.770193317;-78.89049095;;MANOR AT GREEN LEVEL CROSSING;;;No;;4254;All Other Offenses;All Other;"""Last Year;Last 6 Months""";N;"35.770193317; -78.89049095";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;BRINCEFIELD PL
ALL OTHER;ALL OTHER - TRESPASSING;;2670;D1;120;P055;17002877;0001-01-01 21:41:16+00:00;0001-01-01 21:41:17+00:00;2017-04-05;04/05/2017;WEDNESDAY;TOWN OWNED;35.792162758;-78.76687794;;TCAP ZONE;;;No;;4310;All Other Offenses;All Other;"""Last Year;Last 6 Months""";Y;"35.792162758; -78.76687794";"""Everything;Last Year;Last 6 Months""";Everything,Last Year, Last 6 Months;E CHATHAM ST
ALL OTHER;ALL OTHER OFFENSES;;2690;D1;111;P022;17005793;0001-01-01 08:00:00+00:00;0001-01-01 08:05:00+00:00;2017-07-06;07/06/2017;THURSDAY;TOWN OWNED;35.825680451;-78.79815378;;CENTREGREEN CENTRAL PARK;;;No;;4426;All Other Offenses;All Other;"""Last Year;Last 3 Months;Last 6 Months""";N;"35.825680451; -78.79815378";"""Everything;Last Year;Last 3 Months;Last 6 Months""";Everything,Last Year, Last 3 Months, Last 6 Months;CENTREGREEN WAY
